"Milan is viewed along with Turin as the southernmost part of the [1] [1] urban development corridor (also known as the ""European Megalopolis""), and one of the Four [2] for Europe.","1 - Blue Banana
2 - Motors",,Milan,,https://en.wikipedia.org/wiki/Milan
"Milan is also home one of Europe's main basketball teams, [1] [1].",1 - Olimpia Milano,,Milan,,https://en.wikipedia.org/wiki/Milan
