"Earth's liquid outer core generates the magnetic field that shapes Earth's [1], deflecting destructive [2] [2].","1 - magnetosphere
2 - solar winds",,Earth,,https://en.wikipedia.org/wiki/Earth
"Life spread globally and began to affect Earth's atmosphere and surface, leading to Earth's [1] [1] [1] two billion years ago.",1 - Great Oxidation Event,,Earth,,https://en.wikipedia.org/wiki/Earth
