"[1] [1] [1] [1] is an epic narrative poem by the celebrated poet [2] [2], which is often considered the most significant work of Vietnamese literature.","1 - The Tale of Kieu
2 - Nguyễn Du",,Vietnamese language,,https://en.wikipedia.org/wiki/Vietnamese_language
Vietnamese (Vietnamese: [1] [1]) is an [2] (also known as [3]-[3]) language originating from Vietnam where it is the national and official language.,"1 - tiếng Việt
2 - Austroasiatic
3 - Mon-Khmer",,Vietnamese language,,https://en.wikipedia.org/wiki/Vietnamese_language
