"Winnipeg is centred on the [1] of the [2] and [3] rivers, near the longitudinal centre of North America.","1 - confluence
2 - Red
3 - Assiniboine",,Winnipeg,,https://en.wikipedia.org/wiki/Winnipeg
"The city of Winnipeg is named after the nearby [1] [1]; the name comes from the [2] [2] words for ""[3] [3]"".","1 - Lake Winnipeg
2 - Western Cree
3 - muddy water",,Winnipeg,,https://en.wikipedia.org/wiki/Winnipeg
"The region around Winnipeg was a trading centre for Indigenous peoples long before the arrival of Europeans; it is the traditional territory of the Anishinabe (Ojibway), Ininew (Cree), Oji-Cree, Dene, and Dakota, and is the birthplace of the [1] Nation.",1 - Métis,,Winnipeg,,https://en.wikipedia.org/wiki/Winnipeg
