Rolling Stone was first known for its coverage of [1] music and political reporting by [2] [2] [2].,"1 - rock
2 - Hunter S. Thompson",,Rolling Stone,,https://en.wikipedia.org/wiki/Rolling_Stone
Rolling Stone's first magazine was released in [1] and featured [2] [2] on the cover and was published every [3] weeks.,"1 - 1967
2 - John Lennon
3 - two",,Rolling Stone,,https://en.wikipedia.org/wiki/Rolling_Stone
